user_id,age,occupation,gender
81950,26,college/grad student,F
81952,29,college/grad student,M
81953,61,other or not specified,M
81954,27,scientist,M
81955,18,K-12 student,M
81956,27,self-employed,M
81958,47,sales/marketing,M
81959,28,sales/marketing,M
81962,26,scientist,M
81965,25,executive/managerial,M
81966,32,executive/managerial,M
81968,21,scientist,M
81970,25,sales/marketing,M
81972,30,college/grad student,F
81974,34,college/grad student,M
81978,26,college/grad student,M
81979,30,college/grad student,F
81981,27,college/grad student,M
81984,33,homemaker,F
81986,18,homemaker,M
81987,29,college/grad student,F
81988,31,sales/marketing,M
81990,27,executive/managerial,M
81991,33,college/grad student,M
81993,18,other or not specified,M
81994,32,sales/marketing,M
81995,27,scientist,M
81998,31,college/grad student,M
81999,29,technician/engineer,M
82002,32,other or not specified,M
82003,33,executive/managerial,M
82005,30,college/grad student,M
82006,26,college/grad student,M
82008,25,sales/marketing,M
82010,26,self-employed,M
82013,31,sales/marketing,M
82018,40,programmer,M
82021,27,executive/managerial,M
82022,25,artist,M
82024,26,college/grad student,M
82025,31,self-employed,F
82027,29,programmer,M
82029,30,self-employed,M
82030,29,college/grad student,M
82032,30,college/grad student,M
82033,25,self-employed,F
82034,18,college/grad student,M
82036,26,self-employed,M
82037,32,executive/managerial,M
82041,25,executive/managerial,M
82042,25,college/grad student,M
82044,21,scientist,M
82045,33,college/grad student,F
82046,33,self-employed,M
82047,32,homemaker,M
82049,33,K-12 student,M
82052,29,executive/managerial,M
82055,25,sales/marketing,M
82056,30,self-employed,M
82057,30,technician/engineer,M
82058,25,self-employed,M
82059,18,self-employed,M
82060,27,college/grad student,M
82061,21,technician/engineer,M
82062,32,sales/marketing,M
82065,27,college/grad student,M
82066,32,scientist,M
82068,30,college/grad student,M
82071,31,scientist,M
82073,34,executive/managerial,M
82074,31,self-employed,F
82077,28,college/grad student,F
82080,28,college/grad student,M
82081,30,college/grad student,M
82083,28,executive/managerial,M
82084,32,K-12 student,M
82085,21,college/grad student,M
82086,25,homemaker,M
82087,31,self-employed,M
82088,31,executive/managerial,M
82089,33,college/grad student,M
82091,28,sales/marketing,M
82092,26,scientist,M
82093,30,scientist,M
82095,29,executive/managerial,M
82098,29,college/grad student,F
82099,89,executive/managerial,F
82101,31,other or not specified,M
82105,31,K-12 student,M
82106,33,college/grad student,M
82107,33,college/grad student,M
82108,30,clerical/admin,F
82109,31,scientist,M
82112,34,sales/marketing,M
82113,27,college/grad student,M
82114,26,self-employed,M
82115,18,K-12 student,M
82116,27,sales/marketing,M
82117,26,clerical/admin,M
82119,25,academic/educator,F
82121,34,college/grad student,M
82123,33,college/grad student,M
82124,18,college/grad student,M
82125,43,self-employed,F
82127,29,executive/managerial,M
82130,29,executive/managerial,M
82131,27,sales/marketing,M
82133,27,executive/managerial,M
82135,26,college/grad student,M
82136,26,executive/managerial,M
82139,30,other or not specified,F
82142,25,executive/managerial,M
82144,34,sales/marketing,M
82145,18,college/grad student,M
82146,25,executive/managerial,M
82148,25,clerical/admin,F
82149,33,executive/managerial,M
82150,27,programmer,M
82152,32,scientist,M
82155,30,scientist,M
82156,26,self-employed,M
82157,14,K-12 student,M
82159,28,executive/managerial,M
82162,25,college/grad student,M
82164,27,college/grad student,M
82166,26,programmer,M
82167,18,homemaker,M
82170,25,college/grad student,M
82171,29,sales/marketing,M
82172,25,self-employed,F
82173,20,homemaker,F
82176,22,sales/marketing,M
82177,66,executive/managerial,M
82178,29,scientist,M
82181,29,college/grad student,F
82183,31,executive/managerial,M
82185,32,executive/managerial,M
82187,29,college/grad student,M
82191,31,scientist,M
82193,27,executive/managerial,M
82194,18,lawyer,M
82196,22,sales/marketing,M
82197,29,scientist,M
82198,27,college/grad student,F
82201,18,scientist,M
82203,33,other or not specified,M
82205,26,executive/managerial,M
82208,27,college/grad student,M
82209,28,executive/managerial,M
82210,29,academic/educator,M
82213,32,college/grad student,M
82214,28,college/grad student,M
82218,33,college/grad student,M
82219,26,executive/managerial,M
82220,29,sales/marketing,M
82221,90,retired,F
82227,36,academic/educator,F
82228,22,scientist,M
82229,34,other or not specified,F
82233,28,homemaker,M
82235,85,technician/engineer,M
82236,26,academic/educator,M
82237,30,college/grad student,F
82238,18,technician/engineer,M
82239,27,self-employed,M
82243,20,college/grad student,M
82248,30,executive/managerial,F
82250,29,other or not specified,M
82251,31,sales/marketing,M
82253,27,artist,M
82255,42,academic/educator,M
82256,26,executive/managerial,M
82259,53,other or not specified,M
82262,26,sales/marketing,M
82263,26,executive/managerial,M
82265,31,college/grad student,M
82266,29,college/grad student,M
82267,32,executive/managerial,M
82268,34,executive/managerial,M
82269,30,scientist,M
82273,27,college/grad student,M
82274,26,executive/managerial,F
82276,29,executive/managerial,M
82278,29,other or not specified,M
82280,34,college/grad student,M
82282,32,college/grad student,F
82283,30,college/grad student,M
82285,39,technician/engineer,M
82287,26,academic/educator,M
82288,33,executive/managerial,M
82290,30,homemaker,F
82294,25,college/grad student,M
82295,25,scientist,M
82297,30,sales/marketing,M
82298,24,technician/engineer,M
82299,40,other or not specified,M
82300,27,college/grad student,M
82301,31,scientist,M
82306,31,college/grad student,M
82308,19,sales/marketing,M
82309,28,college/grad student,F
82310,53,executive/managerial,M
82311,25,executive/managerial,M
82312,28,college/grad student,M
82314,28,executive/managerial,M
82315,33,college/grad student,M
82318,28,executive/managerial,M
82320,33,scientist,M
82322,34,college/grad student,M
82324,70,retired,F
82325,25,executive/managerial,F
82326,31,college/grad student,M
82327,27,scientist,M
82329,25,college/grad student,M
82331,30,executive/managerial,M
82332,29,executive/managerial,M
82333,30,college/grad student,M
82335,29,self-employed,M
82338,27,academic/educator,M
82340,30,sales/marketing,M
82341,29,college/grad student,F
82342,26,scientist,M
82343,34,other or not specified,M
82344,28,executive/managerial,M
82345,36,executive/managerial,M
82347,29,other or not specified,M
82348,26,executive/managerial,M
82350,32,scientist,M
82351,28,executive/managerial,M
82353,26,executive/managerial,M
82354,30,other or not specified,M
82355,25,college/grad student,M
82356,28,college/grad student,F
82357,30,academic/educator,F
82360,30,sales/marketing,M
82361,31,self-employed,M
82362,25,self-employed,M
82364,19,clerical/admin,F
82366,26,sales/marketing,M
82367,31,sales/marketing,M
82369,34,college/grad student,M
82370,27,executive/managerial,M
82374,34,sales/marketing,M
82375,29,self-employed,M
82376,18,sales/marketing,M
82377,30,college/grad student,F
82378,31,academic/educator,F
82380,25,homemaker,M
82381,26,executive/managerial,F
82382,25,college/grad student,M
82383,32,college/grad student,F
82385,21,scientist,M
82386,36,other or not specified,F
82389,34,sales/marketing,M
82391,33,college/grad student,F
82394,33,retired,M
82401,30,self-employed,M
82402,27,college/grad student,M
82403,29,executive/managerial,M
82404,34,sales/marketing,M
82408,34,executive/managerial,M
82409,29,scientist,M
82411,25,college/grad student,M
82412,25,executive/managerial,M
82414,30,executive/managerial,M
82420,27,other or not specified,M
82421,34,scientist,M
82422,27,executive/managerial,M
82423,31,academic/educator,F
82425,21,unemployed,F
82426,31,self-employed,M
82427,26,college/grad student,M
82428,28,K-12 student,M
82430,34,executive/managerial,M
82433,29,executive/managerial,M
82435,15,K-12 student,M
82437,26,college/grad student,M
82438,33,college/grad student,M
82440,30,scientist,M
82442,33,executive/managerial,M
82443,29,college/grad student,M
82450,29,college/grad student,M
82451,26,self-employed,M
82453,25,executive/managerial,M
82454,25,executive/managerial,M
82455,32,executive/managerial,F
82460,33,K-12 student,M
82461,30,executive/managerial,M
82463,22,sales/marketing,M
82465,28,college/grad student,M
82466,29,other or not specified,M
82471,29,other or not specified,M
82473,30,college/grad student,M
82474,31,college/grad student,M
82475,30,executive/managerial,M
82476,29,executive/managerial,M
82478,34,executive/managerial,M
82479,28,executive/managerial,M
82481,26,executive/managerial,M
82482,27,scientist,M
82483,31,scientist,M
82484,22,other or not specified,F
82485,33,executive/managerial,M
82487,34,self-employed,M
82488,33,college/grad student,M
82489,23,college/grad student,F
82491,25,executive/managerial,M
82496,18,K-12 student,M
82497,32,sales/marketing,M
82498,29,college/grad student,M
82501,29,executive/managerial,M
82502,22,sales/marketing,M
82512,19,college/grad student,M
82514,30,artist,M
82515,25,college/grad student,F
82516,29,college/grad student,M
82517,27,college/grad student,M
82521,30,scientist,M
82522,28,college/grad student,M
82523,33,executive/managerial,M
82525,33,executive/managerial,M
82527,29,executive/managerial,M
82528,11,college/grad student,M
82529,29,scientist,M
82530,26,scientist,M
82532,27,executive/managerial,M
82533,33,self-employed,M
82534,34,academic/educator,F
82535,31,executive/managerial,M
82538,34,college/grad student,F
82540,25,academic/educator,M
82541,32,college/grad student,M
82545,34,college/grad student,M
82547,25,scientist,F
82548,25,college/grad student,M
82549,34,college/grad student,M
82551,38,executive/managerial,M
82552,27,clerical/admin,M
82553,27,technician/engineer,M
82554,30,executive/managerial,M
82556,26,self-employed,M
82559,25,executive/managerial,M
82560,24,other or not specified,M
82561,84,executive/managerial,F
82562,28,sales/marketing,M
82563,30,executive/managerial,M
82565,26,college/grad student,M
82566,18,K-12 student,F
82567,34,college/grad student,M
82568,30,executive/managerial,M
82569,25,self-employed,M
82570,31,college/grad student,M
82572,25,homemaker,F
82575,28,homemaker,M
82577,31,retired,F
82578,29,sales/marketing,M
82580,33,artist,M
82581,31,sales/marketing,F
82582,27,college/grad student,M
82584,26,college/grad student,M
82586,31,scientist,M
82589,28,self-employed,M
82590,21,scientist,M
82592,30,college/grad student,M
82593,26,executive/managerial,M
82594,31,other or not specified,M
82595,22,scientist,M
82596,28,executive/managerial,M
82597,33,self-employed,M
82598,55,academic/educator,M
82599,26,sales/marketing,M
82600,29,college/grad student,M
82601,29,executive/managerial,M
82603,30,college/grad student,M
82604,27,college/grad student,M
82606,33,other or not specified,M
82608,29,sales/marketing,M
82609,28,retired,F
82611,30,homemaker,M
82613,30,executive/managerial,M
82615,25,other or not specified,F
82619,33,scientist,M
82622,32,K-12 student,F
82626,18,scientist,M
82627,52,clerical/admin,M
82628,28,other or not specified,M
82630,33,scientist,F
82632,26,college/grad student,M
82633,48,sales/marketing,M
82634,32,self-employed,M
82636,30,scientist,M
82637,31,college/grad student,M
82638,30,executive/managerial,M
82640,33,scientist,M
82643,25,executive/managerial,M
82647,28,scientist,F
82648,27,college/grad student,M
82649,37,executive/managerial,F
82652,30,executive/managerial,M
82653,34,college/grad student,F
82655,30,retired,M
82656,27,sales/marketing,M
82657,32,executive/managerial,M
82658,28,homemaker,F
82660,28,sales/marketing,F
82663,28,college/grad student,F
82665,26,scientist,M
82666,31,other or not specified,F
82667,33,homemaker,M
82672,33,sales/marketing,M
82673,34,executive/managerial,M
82675,32,self-employed,M
82677,16,K-12 student,M
82678,25,college/grad student,M
82684,19,sales/marketing,M
82685,28,sales/marketing,M
82686,32,self-employed,F
82688,22,sales/marketing,F
82690,34,scientist,M
82693,27,executive/managerial,M
82695,26,college/grad student,M
82696,30,sales/marketing,M
82697,31,college/grad student,M
82699,27,executive/managerial,M
82700,26,executive/managerial,M
82702,28,college/grad student,M
82704,29,executive/managerial,M
82706,29,college/grad student,M
82707,34,scientist,M
82710,26,college/grad student,M
82714,41,sales/marketing,M
82717,39,other or not specified,M
82718,26,programmer,M
82721,32,sales/marketing,M
82725,22,clerical/admin,M
82727,25,executive/managerial,M
82728,33,sales/marketing,F
82729,28,homemaker,M
82732,29,sales/marketing,M
82735,32,other or not specified,M
82736,21,other or not specified,F
82738,25,college/grad student,M
82739,32,sales/marketing,M
82740,25,college/grad student,M
82741,32,other or not specified,M
82743,13,K-12 student,F
82747,22,artist,M
82753,31,college/grad student,M
82754,29,college/grad student,M
82755,31,scientist,M
82756,27,college/grad student,F
82758,28,scientist,M
82760,18,K-12 student,F
82761,32,executive/managerial,M
82762,26,college/grad student,M
82764,34,unemployed,M
82765,22,college/grad student,M
82766,33,scientist,M
82768,25,college/grad student,F
82769,29,scientist,M
82773,25,executive/managerial,M
82774,31,executive/managerial,M
82777,28,executive/managerial,F
82779,33,college/grad student,M
82780,33,other or not specified,M
82781,25,college/grad student,M
82782,26,executive/managerial,M
82783,25,artist,M
82784,32,scientist,M
82786,41,self-employed,M
82787,32,college/grad student,M
82790,29,programmer,M
82792,20,college/grad student,M
82793,28,executive/managerial,M
82794,25,academic/educator,F
82795,27,executive/managerial,M
82796,25,college/grad student,F
82798,27,executive/managerial,F
82799,26,college/grad student,M
82800,29,sales/marketing,M
82801,29,sales/marketing,F
82802,28,college/grad student,M
82805,28,sales/marketing,M
82808,12,K-12 student,M
82809,60,retired,F
82810,32,scientist,M
82811,28,sales/marketing,M
82812,26,executive/managerial,M
82813,33,college/grad student,M
82814,34,self-employed,F
82815,34,executive/managerial,M
82816,34,scientist,M
82819,28,college/grad student,F
82821,33,college/grad student,M
82822,27,executive/managerial,M
82825,32,sales/marketing,M
82827,30,college/grad student,M
82828,28,college/grad student,M
82831,31,self-employed,M
82832,23,college/grad student,M
82836,25,college/grad student,M
82838,29,homemaker,M
82839,29,sales/marketing,M
82840,31,college/grad student,M
82841,31,college/grad student,M
82842,33,other or not specified,M
82844,27,scientist,F
82845,34,homemaker,M
82846,25,sales/marketing,M
82854,26,academic/educator,F
82857,30,executive/managerial,M
82858,34,sales/marketing,M
82859,28,college/grad student,F
82860,26,unemployed,M
82861,34,other or not specified,M
82863,28,other or not specified,M
82867,26,sales/marketing,M
82868,32,sales/marketing,M
82870,34,executive/managerial,M
82875,31,other or not specified,M
82879,25,college/grad student,M
82880,32,sales/marketing,M
82881,26,executive/managerial,M
82885,27,homemaker,M
82888,32,scientist,M
82889,29,sales/marketing,M
82890,31,technician/engineer,M
82891,37,scientist,M
82892,28,academic/educator,F
82893,28,academic/educator,M
82895,31,college/grad student,M
82898,56,retired,F
82901,29,sales/marketing,M
82902,29,scientist,M
82904,26,college/grad student,M
82906,53,other or not specified,M
82907,26,scientist,M
82908,29,sales/marketing,M
82911,32,college/grad student,M
82916,34,college/grad student,M
82917,29,college/grad student,M
82918,28,other or not specified,M
82919,28,other or not specified,F
82920,26,scientist,M
82922,29,sales/marketing,M
82925,26,college/grad student,M
82926,27,executive/managerial,M
82930,21,K-12 student,F
82931,21,sales/marketing,M
82933,26,other or not specified,F
82934,30,sales/marketing,F
82936,18,technician/engineer,M
82939,27,executive/managerial,F
82946,18,scientist,M
82948,28,scientist,M
82949,25,scientist,M
82951,31,college/grad student,M
82954,28,college/grad student,M
82955,31,executive/managerial,M
82956,29,homemaker,M
82958,33,scientist,M
82959,20,tradesman/craftsman,M
82961,25,sales/marketing,F
82962,25,self-employed,M
82963,30,college/grad student,M
82966,30,scientist,M
82967,36,lawyer,M
82968,29,sales/marketing,M
82973,29,college/grad student,M
82975,31,self-employed,F
82977,30,self-employed,M
82978,25,scientist,M
82979,34,executive/managerial,M
82980,32,college/grad student,M
82982,31,college/grad student,M
82983,25,executive/managerial,M
82984,29,executive/managerial,M
82985,21,scientist,M
82986,33,homemaker,M
82989,28,retired,F
82992,32,sales/marketing,M
82993,26,college/grad student,M
82996,29,college/grad student,M
82998,30,other or not specified,M
83000,31,college/grad student,M
83001,31,self-employed,M
83003,33,scientist,M
83004,34,executive/managerial,M
83005,18,sales/marketing,M
83007,18,K-12 student,M
83009,34,scientist,M
83010,25,college/grad student,M
83011,27,scientist,M
83016,30,scientist,M
83019,33,sales/marketing,M
83020,25,retired,F
83023,29,executive/managerial,M
83024,29,self-employed,M
83025,31,self-employed,M
83028,26,executive/managerial,M
83033,34,college/grad student,M
83036,34,self-employed,M
83037,30,college/grad student,M
83038,31,other or not specified,F
83039,32,executive/managerial,M
83041,28,college/grad student,M
83042,25,executive/managerial,M
83043,29,self-employed,M
83044,44,scientist,M
83048,32,self-employed,M
83051,26,other or not specified,M
83053,42,college/grad student,M
83054,29,college/grad student,M
83055,26,retired,M
83058,29,homemaker,F
83059,26,programmer,M
83060,26,sales/marketing,M
83062,29,academic/educator,M
83063,28,sales/marketing,M
83066,32,other or not specified,M
83068,31,college/grad student,F
83069,29,college/grad student,M
83072,20,sales/marketing,M
83073,32,college/grad student,M
83074,28,college/grad student,M
83075,33,homemaker,M
83076,28,scientist,M
83077,30,K-12 student,M
83079,27,scientist,M
83080,27,executive/managerial,M
83085,34,college/grad student,M
83086,29,programmer,M
83089,29,scientist,M
83090,55,writer,M
83091,27,college/grad student,M
83092,33,self-employed,M
83099,37,other or not specified,F
83100,18,sales/marketing,M
83101,38,writer,M
83103,31,executive/managerial,M
83106,21,college/grad student,M
83109,32,retired,M
83110,25,clerical/admin,F
83111,18,K-12 student,M
83112,32,college/grad student,M
83114,30,retired,M
83115,31,self-employed,M
83122,27,artist,F
83124,33,college/grad student,M
83126,27,executive/managerial,M
83127,32,scientist,M
83128,30,college/grad student,M
83129,31,other or not specified,M
83134,34,executive/managerial,M
83136,32,scientist,M
83137,33,homemaker,F
83139,28,college/grad student,M
83141,34,other or not specified,M
83142,27,self-employed,M
83143,33,academic/educator,M
83144,28,college/grad student,M
83146,34,executive/managerial,F
83149,34,college/grad student,M
83150,31,college/grad student,M
83156,34,other or not specified,F
83157,27,college/grad student,M
83162,28,college/grad student,M
83163,29,executive/managerial,M
83165,25,college/grad student,F
83166,30,executive/managerial,M
83168,27,executive/managerial,M
83169,79,retired,F
83171,34,other or not specified,F
83173,34,sales/marketing,M
83174,26,executive/managerial,M
83175,26,academic/educator,M
83176,30,self-employed,M
83177,28,self-employed,M
83178,33,executive/managerial,M
83182,21,scientist,M
83184,12,K-12 student,M
83186,31,executive/managerial,M
83188,30,college/grad student,F
83189,29,college/grad student,M
83190,18,K-12 student,F
83191,16,K-12 student,F
83192,28,college/grad student,M
83194,34,scientist,M
83195,33,college/grad student,M
83196,40,executive/managerial,M
83198,30,scientist,M
83199,32,other or not specified,M
83200,18,sales/marketing,M
83201,34,college/grad student,M
83203,29,scientist,M
83208,26,sales/marketing,F
83210,28,executive/managerial,M
83213,28,retired,M
83214,34,sales/marketing,M
83215,27,scientist,M
83217,25,academic/educator,F
83218,28,college/grad student,M
83220,34,other or not specified,F
83222,26,executive/managerial,M
83225,28,college/grad student,M
83228,25,academic/educator,F
83229,25,college/grad student,M
83230,32,homemaker,F
83232,34,college/grad student,F
83235,32,college/grad student,M
83237,33,artist,F
83239,28,executive/managerial,M
83240,31,college/grad student,M
83242,27,sales/marketing,M
83245,31,academic/educator,F
83248,25,homemaker,M
83249,25,college/grad student,M
83254,34,college/grad student,M
83255,9,sales/marketing,M
83257,26,college/grad student,M
83258,26,college/grad student,F
83260,29,sales/marketing,M
83262,31,college/grad student,M
83263,27,scientist,M
83265,25,other or not specified,M
83270,32,sales/marketing,M
83271,30,executive/managerial,M
83274,30,other or not specified,M
83277,59,scientist,F
83278,25,academic/educator,F
83279,34,homemaker,M
83284,33,executive/managerial,M
83287,31,homemaker,M
83288,28,other or not specified,M
83290,33,sales/marketing,M
83294,34,other or not specified,F
83295,25,clerical/admin,M
83297,12,homemaker,M
83299,31,sales/marketing,M
83303,31,college/grad student,M
83304,29,technician/engineer,M
83305,28,sales/marketing,M
83306,34,self-employed,M
83308,33,executive/managerial,M
83312,32,college/grad student,M
83313,27,artist,M
83316,30,college/grad student,M
83318,30,college/grad student,M
83319,29,scientist,M
83320,28,self-employed,M
83323,18,homemaker,M
83326,26,other or not specified,M
83327,28,technician/engineer,M
83328,29,college/grad student,M
83331,27,artist,M
83333,26,K-12 student,M
83334,31,clerical/admin,M
83335,28,executive/managerial,M
83338,26,sales/marketing,M
83341,9,homemaker,M
83342,32,college/grad student,M
83347,31,other or not specified,M
83348,30,academic/educator,M
83353,33,executive/managerial,M
83358,31,sales/marketing,M
83359,32,academic/educator,M
83360,25,scientist,M
83361,29,college/grad student,M
83362,33,college/grad student,M
83363,33,college/grad student,M
83364,28,executive/managerial,M
83367,21,programmer,M
83370,33,college/grad student,M
83371,25,other or not specified,M
83372,34,college/grad student,M
83374,8,homemaker,M
83375,29,college/grad student,M
83379,34,scientist,M
83380,24,sales/marketing,M
83383,30,executive/managerial,M
83384,28,other or not specified,M
83386,26,executive/managerial,M
83387,29,sales/marketing,M
83388,68,executive/managerial,M
83389,32,scientist,M
83391,25,other or not specified,M
83392,34,homemaker,M
83393,38,other or not specified,M
83403,26,executive/managerial,M
83405,31,self-employed,M
83406,26,college/grad student,M
83407,33,K-12 student,M
83414,30,executive/managerial,M
83415,27,college/grad student,M
83418,32,college/grad student,M
83419,32,college/grad student,M
83420,26,executive/managerial,M
83425,37,other or not specified,M
83426,18,homemaker,F
83427,34,homemaker,M
83430,25,scientist,M
83434,33,executive/managerial,M
83435,18,self-employed,M
83438,30,self-employed,M
83439,29,sales/marketing,F
83440,33,clerical/admin,M
83442,27,college/grad student,M
83443,31,scientist,F
83446,27,other or not specified,M
83447,28,college/grad student,M
83448,32,college/grad student,M
83449,18,K-12 student,M
83451,29,college/grad student,M
83452,26,college/grad student,M
83453,33,sales/marketing,F
83454,31,executive/managerial,M
83456,22,college/grad student,M
83458,33,college/grad student,M
83459,26,sales/marketing,M
83460,27,executive/managerial,M
83464,29,college/grad student,M
83467,25,executive/managerial,M
83470,31,college/grad student,F
83472,32,executive/managerial,M
83474,31,college/grad student,M
83475,28,scientist,M
83477,30,executive/managerial,M
83478,22,college/grad student,M
83479,28,executive/managerial,M
83481,30,scientist,M
83482,33,clerical/admin,M
83483,28,sales/marketing,M
83490,26,sales/marketing,M
83491,28,college/grad student,F
83492,31,programmer,M
83494,31,college/grad student,F
83495,33,K-12 student,M
83496,55,academic/educator,M
83497,30,clerical/admin,M
83501,27,college/grad student,F
83503,29,self-employed,M
83505,27,sales/marketing,F
83506,25,college/grad student,M
83507,26,executive/managerial,M
83512,29,self-employed,M
83513,21,sales/marketing,F
83514,26,executive/managerial,M
83515,25,self-employed,M
83517,25,scientist,M
83518,25,sales/marketing,M
83519,8,sales/marketing,F
83520,31,executive/managerial,M
83521,25,homemaker,F
83523,32,college/grad student,M
83524,18,homemaker,M
83526,49,academic/educator,M
83529,25,clerical/admin,M
83530,25,academic/educator,M
83532,22,programmer,M
83533,33,executive/managerial,M
83534,33,sales/marketing,M
83536,33,scientist,M
83537,26,academic/educator,M
83538,33,college/grad student,M
83541,32,clerical/admin,M
83543,26,executive/managerial,F
83545,27,college/grad student,M
83546,18,scientist,M
83548,30,executive/managerial,M
83550,32,academic/educator,M
83551,33,other or not specified,M
83553,68,homemaker,M
83554,44,academic/educator,F
83555,34,sales/marketing,M
83556,46,clerical/admin,M
83559,26,lawyer,M
83560,32,college/grad student,M
83561,31,other or not specified,M
83565,25,college/grad student,M
83567,34,artist,M
83570,30,homemaker,M
83572,33,college/grad student,M
83573,33,college/grad student,M
83575,18,sales/marketing,M
83576,34,college/grad student,M
83578,30,executive/managerial,M
83580,19,sales/marketing,F
83581,18,scientist,M
83582,40,executive/managerial,M
83583,32,college/grad student,M
83586,32,scientist,M
83587,26,scientist,M
83588,26,college/grad student,M
83589,27,sales/marketing,M
83590,31,executive/managerial,M
83592,29,sales/marketing,M
83595,25,K-12 student,M
83596,27,K-12 student,M
83597,33,other or not specified,M
83598,33,sales/marketing,M
83599,31,executive/managerial,M
83602,11,sales/marketing,M
83603,31,college/grad student,M
83607,25,retired,M
83608,31,sales/marketing,M
83609,34,self-employed,F
83611,66,retired,F
83612,28,scientist,M
83613,27,executive/managerial,M
83614,24,programmer,M
83615,34,college/grad student,M
83619,28,sales/marketing,F
83621,32,scientist,M
83623,24,college/grad student,M
83627,26,college/grad student,M
83628,33,sales/marketing,M
83629,28,college/grad student,M
83630,32,other or not specified,M
83632,30,college/grad student,M
83633,32,college/grad student,M
83634,33,executive/managerial,M
83635,26,self-employed,M
83636,33,sales/marketing,M
83639,19,scientist,M
83641,30,college/grad student,M
83642,25,college/grad student,M
83643,29,college/grad student,M
83647,28,college/grad student,F
83648,22,sales/marketing,M
83650,33,college/grad student,M
83651,29,executive/managerial,M
83652,30,sales/marketing,M
83653,32,sales/marketing,M
83654,26,college/grad student,M
83655,32,self-employed,F
83658,11,self-employed,F
83659,28,academic/educator,F
83662,31,programmer,M
83663,34,college/grad student,M
83669,32,other or not specified,M
83670,28,college/grad student,M
83671,34,scientist,M
83678,27,executive/managerial,F
83679,31,college/grad student,M
83680,25,unemployed,F
83681,31,college/grad student,M
83682,27,scientist,F
83684,18,college/grad student,M
83685,30,scientist,F
83686,34,self-employed,F
83690,26,executive/managerial,M
83691,25,scientist,M
83692,15,homemaker,M
83696,34,college/grad student,M
83697,20,scientist,M
83698,32,sales/marketing,M
83699,21,scientist,M
83701,31,self-employed,M
83704,34,college/grad student,M
83705,28,self-employed,M
83707,34,other or not specified,M
83710,42,scientist,M
83711,30,sales/marketing,M
83714,38,self-employed,M
83715,29,executive/managerial,M
83716,68,retired,F
83718,27,college/grad student,F
83719,26,executive/managerial,M
83720,13,K-12 student,M
83721,26,executive/managerial,M
83723,30,K-12 student,M
83727,27,academic/educator,M
83729,34,homemaker,M
83730,42,executive/managerial,F
83731,31,self-employed,M
83732,34,executive/managerial,M
83736,27,college/grad student,M
83737,18,college/grad student,M
83739,28,executive/managerial,M
83741,31,college/grad student,M
83743,34,college/grad student,F
83744,34,retired,M
83746,27,executive/managerial,F
83750,33,college/grad student,M
83751,34,college/grad student,M
83752,21,self-employed,M
83756,26,lawyer,M
83759,30,other or not specified,M
83760,25,self-employed,M
83761,15,K-12 student,M
83762,33,college/grad student,F
83764,33,sales/marketing,M
83765,34,self-employed,M
83766,30,programmer,M
83767,31,tradesman/craftsman,M
83769,34,college/grad student,M
83771,32,executive/managerial,M
83774,34,self-employed,F
83775,65,college/grad student,F
83776,53,executive/managerial,M
83779,30,homemaker,M
83781,13,scientist,M
83782,31,artist,F
83783,12,homemaker,M
83784,30,homemaker,M
83785,30,executive/managerial,F
83786,27,executive/managerial,F
83787,34,college/grad student,M
83789,55,academic/educator,M
83790,29,executive/managerial,M
83793,90,executive/managerial,F
83794,31,college/grad student,M
83795,30,homemaker,M
83796,29,scientist,F
83797,24,self-employed,M
83798,40,executive/managerial,M
83799,32,executive/managerial,M
83802,31,scientist,M
83803,36,executive/managerial,M
83806,31,sales/marketing,M
83807,30,self-employed,M
83808,25,executive/managerial,M
83809,31,sales/marketing,M
83810,38,executive/managerial,M
83811,34,self-employed,M
83814,33,self-employed,M
83817,30,college/grad student,M
83819,29,sales/marketing,M
83820,27,executive/managerial,F
83821,29,retired,F
83825,29,scientist,M
83827,26,college/grad student,M
83828,26,scientist,M
83829,34,college/grad student,F
83831,25,scientist,F
83832,62,retired,F
83834,39,other or not specified,M
83836,30,executive/managerial,M
83840,26,executive/managerial,M
83842,33,self-employed,M
83844,37,homemaker,F
83845,27,homemaker,M
83846,34,college/grad student,M
83847,31,other or not specified,M
83848,49,executive/managerial,M
83849,27,scientist,M
83851,34,college/grad student,M
83852,32,executive/managerial,M
83853,33,college/grad student,M
83854,29,executive/managerial,F
83855,69,homemaker,M
83857,26,academic/educator,F
83861,32,college/grad student,M
83863,22,self-employed,F
83867,30,scientist,M
83868,25,technician/engineer,M
83869,32,college/grad student,M
83871,29,sales/marketing,M
83872,31,college/grad student,M
83874,30,sales/marketing,M
83878,22,sales/marketing,M
83880,28,executive/managerial,M
83881,29,other or not specified,F
83883,33,college/grad student,F
83887,25,scientist,M
83889,34,executive/managerial,M
83891,36,clerical/admin,M
83892,29,college/grad student,M
83893,25,college/grad student,M
83895,27,executive/managerial,F
83896,27,academic/educator,F
83901,31,sales/marketing,F
83902,28,scientist,M
83905,26,lawyer,M
83906,33,college/grad student,M
83908,33,college/grad student,M
83909,29,self-employed,M
83911,32,clerical/admin,M
83913,34,executive/managerial,M
83915,31,K-12 student,M
83916,32,executive/managerial,M
83919,26,college/grad student,M
83920,32,college/grad student,M
83921,27,other or not specified,F
83926,34,college/grad student,M
83928,29,executive/managerial,M
